"","DenverFINRISKHacky_Final","Metformin_121_6","PTeam","SB2_Final_Submission","TristanF_Final_Submission","UTK_Bioinformatics_Final_Submission","Yuanfang_Guan_and_Hanrui_Zhang_Final_Submission"
"Simulated_6911",0.371863726839113,0.538785019787672,0.9190924405701,0.303084565436614,0.728496770221396,0.33393971539464,0.60185339909387
"Simulated_6912",0.17932082012885,0.549237212216841,0.901484076262803,0.160263594833729,0.648651854689946,0.327256503125961,0.544338527444999
"Simulated_412",0.334485533143269,0.602717766105257,0.785686017594995,0.301471822137561,0.67394112717732,0.524628462527762,0.575229477171339
"Simulated_4609",0.360041812956862,0.68956468187704,0.668414578709522,0.239046634986581,0.669490144058041,0.284317615018746,0.587706632133954
"Simulated_420",0.00252056011398784,0.0953525101156856,0.96803620611279,0.00146301422003359,0.110953229044253,0.103797992236204,0.448524409127592
"Simulated_428",0.0185257763800912,0.111601920119987,0.90767441238602,0.0125608033737292,0.355148937142496,0.0172949343206704,0.46342664695515
"Simulated_234",0.194195410276163,0.495888571749114,0.950288793218708,0.0740168239031811,0.58297925915168,0.140191263769569,0.487622017479486
"Simulated_6653",0.515288010751096,0.639175131777427,0.814245795117255,0.663919431265685,0.75085000622009,0.518796304104605,0.604519131154028
"Simulated_5029",0.00446458297827565,0.107591257520473,0.898771291814851,0.00296272316873669,0.211522967749843,0.0887589177317164,0.453525177828451
"Simulated_2277",0.337846917968054,0.721025155022727,0.96351980105356,0.358824409070362,0.777617062977843,0.300418810582162,0.599039094418972
"Simulated_430",0.00149706794013873,0.084670213387665,0.966558814878198,0.00123453083103908,0.0850383202424272,0.0488572843362819,0.451908594506393
"Simulated_4620",0.00132977717757051,0.102223729892607,0.82717463967698,0.00276879727863333,0.121944127502509,0.254240232227635,0.45099009791639
"Simulated_6612",0.0765925163177923,0.126294251469476,0.839170254298473,0.0472098724926459,0.456738715718629,0.207257252285757,0.47308725622163
"Simulated_143",0.264128222593218,0.597874826149941,0.69468673957804,0.184294095854942,0.622108575452217,0.217952603792236,0.537745899900934
"Simulated_141",0.000319339468677312,0.0883897450151752,0.97590849533385,0.00220380024779854,0.092582429754984,0.0440447935649776,0.453825803747304
"Simulated_5026",0.0486247642019652,0.120341291268144,0.983751370430783,0.0121164363895653,0.359706344829602,0.0750845986685844,0.469043472691127
"Simulated_443",0.197092625376808,0.533597143265696,0.971071208920504,0.252867487707084,0.66878594569198,0.360835212625298,0.565018454832196
"Simulated_4612",0.0672098073946714,0.130883318917869,0.952407947161537,0.0460558419945404,0.441233334363783,0.181244792062047,0.473390293973479
"Simulated_184",0.0239006990323024,0.116685974617071,0.985494825788165,0.0172027508421609,0.377879502385699,0.28773001156154,0.518306516585503
"Simulated_218",0.0161158934143452,0.094219620471821,0.822729095916786,0.0107748898024848,0.266249611952518,0.0897637661117463,0.46075645033445
"Simulated_6651",0.00751813812418774,0.0806654246166742,0.860750862368639,0.00524400048412199,0.250847367453155,0.124790900353213,0.462605301452106
"Simulated_5022",0.0482388404868895,0.132273637673125,0.996448913014413,0.0107610348466044,0.346485652262825,0.117125404986323,0.468086487520771
"Simulated_134",0.0559718546313644,0.105038571210885,0.79400085568361,0.0176335829289767,0.391784273261635,0.102695326176809,0.479411107713844
"Simulated_5040",0.106478251101953,0.515379099384208,0.909080942321577,0.0869914335599314,0.543761560500206,0.14761850764439,0.531293154753227
"Simulated_5857",0.349923952933423,0.61961825337232,0.785417279460919,0.357545923152143,0.801537861186731,0.2860233485517,0.605198797131706
"Simulated_121",0.323402584030754,0.548774912352128,0.517147097360751,0.207657468308851,0.628982494019357,0.530682609762247,0.597317250371532
"Simulated_5024",0.00345614201834412,0.100203053942179,0.959568949380968,0.00370374833838627,0.214589653301458,0.0688594827636936,0.452909718990297
"Simulated_424",0.14661540905903,0.143711304425585,0.946697596063854,0.0264695134011989,0.547167057420636,0.157752581722384,0.516021814650053
"Simulated_6658",0.136297081520911,0.53898159220064,0.971581945075808,0.116014504288274,0.632094837763343,0.138496388849819,0.548313553934239
"Simulated_4618",0.634699838468811,0.651943893355667,0.594419338449608,0.624590434060445,0.815019670406434,0.373605033538438,0.705933365770873
"Simulated_6615",0.253005977771035,0.633254370553514,0.584465331443699,0.235569842491362,0.622606004235298,0.309066893838358,0.543713321429331
"Simulated_2192",0.0578202737114347,0.106818435074185,0.929110623846832,0.0265566744935158,0.449873584645467,0.180967232106326,0.519457888200405
"Simulated_5017",0.282432966773545,0.701294975144257,0.526194614541273,0.35273476579648,0.640292856953043,0.399980729999565,0.620571609479879
"Simulated_2401",0.00716365829970074,0.104868479104352,0.858867021418832,0.00225993265859747,0.184999582611267,0.0989012364668829,0.453525177828451
"Simulated_2681",9.18546992487298e-05,0.0895883460107471,0.990853544401959,0.0011076859384177,0.0991969802450265,0.0353018242888284,0.469810264505998
"Simulated_429",0.366547045670821,0.574011930738656,0.878210819049657,0.28465386526763,0.6823207547573,0.23088803488881,0.533238155177111
"Simulated_2422",0.0247207475571056,0.0976401428445502,0.943804315854214,0.0143878611475957,0.325680438201202,0.165334924493071,0.461581560071393
"Simulated_131",0.082100767516318,0.109656361811063,0.94092306869535,0.0311602948208458,0.390832452281463,0.0886861088723871,0.457327576825442
"Simulated_2406",0.000805674792043907,0.0905600584763792,0.899455838703641,0.00353871379804205,0.0735417490904332,0.0779576478415871,0.462694081986385
"Simulated_137",0.00257790587328563,0.0792191692588079,0.964014493141161,0.00121986114435269,0.0978415528951891,0.149439809883018,0.441028862731057
"Simulated_6652",0.0822660208495519,0.529304947687775,0.484156483140358,0.150302618894181,0.553656338701083,0.744232127601799,0.507741510763789
"Simulated_6650",0.0614279626293879,0.171739090644299,0.98581971815921,0.0357297144064747,0.415934732124159,0.0997584827860139,0.486857530605759
"Simulated_152",0.00526685913248913,0.089165827598405,0.869625905821322,0.0034068797523984,0.203908862168034,0.0849259048435853,0.458182194944372
"Simulated_422",0.124517992431555,0.151453125294958,0.916804823916358,0.0455075487481591,0.484343292817184,0.0989028278589853,0.483658445368822
"Simulated_419",0.0376168411044013,0.12834500022187,0.824011284327621,0.0289443434096418,0.413982611893887,0.236263486753425,0.486850222267975
"Simulated_5032",0.0253354554254893,0.480982907517861,0.855858758723961,0.00945305970366428,0.291206229132808,0.192707913975234,0.462402905574437
"Simulated_6654",0.0331468343569886,0.111887168283796,0.85779206888253,0.00645758624182757,0.276691202177886,0.39418982643562,0.450135920095399
"Simulated_110",0.00335352539423894,0.0924272043971137,0.942206594111827,0.00296207488959732,0.170726974173847,0.0978170513537931,0.457288727084174
"Simulated_5039",1.08762913396681e-05,0.0948332017682673,0.923214428964889,0.00100638841689615,0.0215610234846857,0.118170990672171,0.453825803747304
"Simulated_112",0.0130784556140521,0.0921622786304937,0.953333155065915,0.00405910028361389,0.270844907456314,0.089818944124179,0.452909718990297
"Simulated_402",0.139587018054646,0.157095805976342,0.967493381822071,0.0786461167600168,0.470887505808396,0.172979952602707,0.482447717262953
"Simulated_394",0.105051329277642,0.118483704806554,0.803786399978607,0.0638026206046993,0.529043115585954,0.444289312307775,0.499901882645295
"Simulated_6838",0.0429137466852593,0.107915485209194,0.946569243522207,0.00372969635452935,0.370425877885166,0.0523496535375585,0.462402905574437
"Simulated_6792",0.184624892851304,0.143536850392893,0.809923255876139,0.0741613445038694,0.605151583336802,0.311687355329957,0.523648362885135
"Simulated_400",0.295906264505856,0.574800927874553,0.737124635665963,0.131259574415486,0.636657200501024,0.292657237910768,0.539157250313498
"Simulated_6801",0.0150722459935739,0.0871819105957413,0.974816161724202,0.00383952558425316,0.232252121847569,0.0667431463270375,0.453640267814837
"Simulated_6791",0.272735953820082,0.248153598326796,0.940230499772709,0.184602597911911,0.61126698612138,0.240576977325473,0.521567707487142
"Simulated_6802",0.102256231211243,0.100164653502632,0.806362809851057,0.0374709659275626,0.47576106727168,0.309640108981096,0.489685767219304
"Simulated_5211",0.0144271960483488,0.0879272154171184,0.906266545444821,0.00478871583863305,0.212808252669364,0.0718265844024881,0.453748032957262
"Simulated_4728",0.232907171607218,0.567210261886354,0.970326496777815,0.0736428381362829,0.597842242580904,0.301572675245724,0.516930252833722
"Simulated_7050",0.00324836880487271,0.10134207656288,0.989370805144798,0.00498513654402977,0.137572494399337,0.116350036281533,0.462694081986385
"Simulated_5201",0.0360130173850786,0.116140874466891,0.978561114527902,0.00666928187003302,0.356888698260508,0.0699227115100271,0.462402905574437
"Simulated_426",0.380657174562054,0.653240018525866,0.627744204080542,0.431256378628565,0.732122672861624,0.435357085288386,0.576713678813191
"Simulated_4724",0.329418990144679,0.573374881214302,0.95163783191165,0.248768704399478,0.643541521926163,0.278007007607272,0.537457757373257
"Simulated_5213",0.000134505450295033,0.0876570412146877,0.935651255448298,0.00155103762341491,0.076291599529653,0.126556847387187,0.452802062366591
"Simulated_4721",0.343923224814732,0.211812678818309,0.983470599245928,0.143588430073993,0.722261930603422,0.328550256103021,0.581157921678634
"Simulated_5216",0.34300622257512,0.269293312997523,0.953846565232505,0.254154570895884,0.706859301376439,0.32520800150879,0.571747410612269
"Simulated_4719",0.450660497096469,0.601643432134125,0.43043693344386,0.728338128249919,0.833912063729673,0.340118356494348,0.683864444129771
"Simulated_5215",0.438093235666642,0.346649142159335,0.790382918415916,0.422275789658408,0.767668015975748,0.387481351621334,0.606136430456674
"Simulated_5207",0.226690701335759,0.571422512437012,0.937256999224538,0.170501549179306,0.633973705533009,0.206137236312368,0.529224046840063
"Simulated_1904",0.424014060267922,0.712763054375827,0.887980319276949,0.153433706401817,0.734807870486935,0.390002380442936,0.576445824263093
"Simulated_2355",0.0576752303136711,0.159897644495628,0.90339198331417,0.0176138598007096,0.466464005427906,0.212056531133825,0.481647201443069
"Simulated_215",0.10515668757353,0.125179801823439,0.955434927935396,0.0282164074708328,0.454984791048626,0.165769128469812,0.469239156917255
"Simulated_2363",0.0118680780367092,0.119019072407472,0.963930261785705,0.0142126383392267,0.372842989791054,0.196557833543289,0.529374911874325
"Simulated_2349",0.540544404853139,0.668869516544641,0.536966869000188,0.721003850022627,0.888306586242095,0.484281121589187,0.729303753650204
"Simulated_2467",0.0700227358658334,0.122087320196373,0.988108671818595,0.0288957791286022,0.447692151945442,0.112405908414987,0.482569584699691
"Simulated_1915",0.0500869111485223,0.138946966120281,0.902786319758269,0.01218863704091,0.399593106204632,0.133101252405163,0.475906032840365
"Simulated_2193",0.192689469818773,0.727365175667714,0.376963392785517,0.332044248348158,0.682159852284373,1,0.615950969841198
"Simulated_2407",0.25464328453017,0.653355639121098,0.577264219055005,0.17655381736586,0.640398576617425,0.34037162895829,0.623433232729277
"Simulated_208",0.195455784811152,0.551602181404356,0.947975773457765,0.0986240182643533,0.560719071010216,0.134339642610486,0.503768145200112
"Simulated_219",0.0104141988283283,0.0970053165671727,0.942588977725487,0.0049641733393917,0.200493589708157,0.0436013638644395,0.453640267814837
"Simulated_209",0.00511998077780178,0.0908544699812187,0.918556301307592,0.00383912500664119,0.179366899391868,0.0974886579262056,0.45321034490915
"Simulated_11",0.00280801493458893,0.0870332865975287,0.832995962242961,0.000758795380819022,0.16960524588326,0.00659275758848029,0.459918244886204
"Simulated_2404",0.196430518720039,0.190646886757549,0.938372061930101,0.0993095307103544,0.590556541321263,0.201820828303024,0.510086184251642
"Simulated_317",0.0524590971821735,0.103518866941999,0.694051661898014,0.0140016118283806,0.342459772889479,0.335999357663779,0.462660181835988
"Simulated_2338",0.0069386185303846,0.0910830407644757,0.86771532475867,0.00101075857537125,0.212503720048939,0.196876945124881,0.455489118932493
"Simulated_212",0.0147466420976397,0.103552966613266,0.982465171003022,0.0172748758756917,0.280552354282787,0.139679016899439,0.456478797095451
"Simulated_2403",0.00134154327234146,0.110959858067842,0.921440222477739,0.00240752029076297,0.211456668074945,0.287828194740639,0.475367377791743
"Simulated_2390",0.158756563253852,0.576026453389928,0.769486857234537,0.36140925698865,0.716546798132357,0.317173639733375,0.576372759161367
"Simulated_216",0.0286520692778368,0.120551803677464,0.98541727946092,0.0114282786584436,0.311856330155069,0.14403313171205,0.457624141521553
"Simulated_229",0.0884756187138502,0.137405637153073,0.956182314089365,0.0282557648629812,0.488988975147251,0.17159812630034,0.488779429740318
"Simulated_1913",0.0755199875089741,0.119757785264597,0.805305238388105,0.0247157834296111,0.406090711630911,0.269470770676793,0.500090424118618
"Simulated_3012",0.477045520698476,0.679958810616974,0.59284434580314,0.374909633225726,0.812221114149732,0.428302023681522,0.662659122359738
"Simulated_3385",0.510200725572005,0.699513818797486,0.54329625371019,0.445321723549233,0.777145344135304,0.583354991869621,0.705759824893095
"Simulated_2267",0.0115784208818919,0.10187701099973,0.875114313982407,0.00344110393165253,0.209862686672408,0.0390688274426333,0.453640267814837
"Simulated_2591",0.0209890712031314,0.117237567701218,0.969034949327486,0.00857473131761932,0.319243064092382,0.0495408321281575,0.479919575680829
"Simulated_2009",0.249043929372743,0.135266829653324,0.872541915126881,0.203210349914739,0.640854305629131,0.186590432729169,0.528448369040167
"Simulated_2012",0.0855176524122794,0.104135881633275,0.863715003877317,0.0238276920217976,0.426169979584603,0.0836664230621369,0.462404320424963
"Simulated_3007",0.0692088373645782,0.155425768939306,0.955366740647646,0.0323406397050688,0.445696838468438,0.214180841085898,0.503249954830078
"Simulated_2979",0.00708875808806667,0.0893401577544945,0.984207289354762,0.00393386386482064,0.195801691839409,0.0216807258618574,0.468074214564166
"Simulated_2026",0.00814325701534786,0.0799375753239617,0.863078589191646,0.00185837881912865,0.155370910959603,0.121699245889355,0.453640267814837
"Simulated_2738",0.327073091049994,0.624899298949428,0.788563253736931,0.644238947313762,0.748342246592815,0.667659446608113,0.622512980363465
"Simulated_2599",0.000231599670432523,0.113240849185843,0.972364093376473,0.00416759151086077,0.183350334660143,0.0924507644937741,0.474963009667336
"Simulated_2002",0.124022705739499,0.138848623444724,0.937835922667594,0.0861490766923753,0.482985548828798,0.179317821903364,0.472601650571528
"Simulated_3009",0.372171588894894,0.570052178525938,0.487982993288231,0.24475022311089,0.66217495544405,0.629322314644926,0.535471457083434
"Simulated_2488",0.0203141462835636,0.109765702622358,0.962752359814959,0.0121205348094462,0.374931539467208,0.0647574427860429,0.466961692649174
"Simulated_2940",0.00755449852222046,0.0867073009319374,0.952266224563468,0.0092202713531323,0.266697193963163,0.101775106463317,0.461780191715162
"Simulated_77",0.0614131292775788,0.158695362717406,0.871698264566676,0.0301068688393507,0.435751319655456,0.145099611015469,0.473615042685169
"Simulated_2934",0.0096002408898232,0.0928534986636839,0.968918629836619,0.0050239553418624,0.188291341216533,0.0991675056480066,0.449493473687046
"Simulated_2268",0.161889785820481,0.528578345182881,0.860214723106131,0.18475085717802,0.632520404317543,0.440161649232017,0.530174575171737
"Simulated_2631",0.000556213867838485,0.101838500917344,0.950826269486857,0.00578146234297627,0.130594298198662,0.124809537892018,0.454035400816582
"Simulated_1976",0.261334803362163,0.568878017229522,0.882560098403615,0.11538158453655,0.572790501042566,0.187052981405739,0.503959057099642
"Simulated_2491",0.0581583546076066,0.137809928811907,0.969354493675964,0.0537245452762684,0.404687422450003,0.230537373218842,0.466403964641918
"Simulated_82",0.45650831475498,0.24677617174111,0.544269593817685,0.3505330062968,0.718880314277346,0.347316673261855,0.656601391062511
"Simulated_85",0.307928782896469,0.547336251628917,0.984972056582078,0.124230907064526,0.725238427837367,0.387536621207046,0.628473900970171
"Simulated_95",0.16561634811266,0.190976293124964,0.692078241570178,0.0553309421557699,0.575060946124291,0.221770585596825,0.533853032244084
"Simulated_3312",0.421243796233842,0.61367010912648,0.716745995668102,0.259881339626445,0.709823622376733,0.31123108170951,0.681608970654062
"Simulated_2895",0.355022971439032,0.695219405278837,0.960101077626548,0.580149013088894,0.815540876537383,0.326119855927301,0.622607586918268
"Simulated_1975",0.14632151007736,0.144362727788115,0.976504799850256,0.0698274832577681,0.536147945152563,0.153406005915641,0.484147309778807
"Simulated_1982",0.528056221621335,0.722236087420344,0.444903334492071,0.965540124757141,0.890733855890696,0.893662674523577,0.739060945522492
"Simulated_1909",0.0376858683333189,0.482942347057346,0.93882931785972,0.052166017973864,0.446154413255392,0.165626963384204,0.486749765463334
"Simulated_3313",0.0824930971950842,0.118698671534173,0.933701901222023,0.0359158826533738,0.436435867380243,0.241174121716571,0.526371674842349
"Simulated_2931",0.177259026348309,0.538472566992176,0.90136508276065,0.117738302377272,0.58845205284002,0.334306055016087,0.524370523525257
"Simulated_2878",0.49531434359739,0.644265203999772,0.604212904778458,0.407251172399543,0.815279490423536,0.375207725774561,0.684762476125493
"Simulated_1963",0.269453229502926,0.535948645011922,0.500187180789903,0.157656059628947,0.664637440007028,0.281470928145952,0.540186999919807
"Simulated_76",0.321776819135841,0.658139885133457,0.676516832901035,0.280146786288019,0.710771977968414,0.379716475585762,0.548583231018983
"Simulated_78",0.179257374285721,0.218123080229177,0.892650479985026,0.255250162847118,0.624560136061685,0.241025360128357,0.528925600195604
"Simulated_1980",0.926670351223672,0.679804566188523,0.546880765836832,0.56591999218168,0.915177982649296,0.67792737635133,0.762156637384466
"Simulated_86",0.00761879172021771,0.099075499921004,0.761004893440649,0.00983782837633584,0.251357656398619,0.241958956385237,0.514510338764414
"Simulated_2487",0.199268059801995,0.524043562061262,0.751460010161242,0.139194452466514,0.547427022810441,0.436759738206847,0.509340377301933
"Simulated_3035",0.122933971343055,0.134410620508538,0.861688103323797,0.0496450341991459,0.508098081959655,0.272659198106086,0.497123628243218
"Simulated_2492",0.0482665898301646,0.0956451309775483,0.859277482150976,0.0321463256660445,0.397487674292798,0.204342096236269,0.466453998953445
"Simulated_1968",0.000263125365621576,0.129304369985134,0.840495226889858,0.00175270271786387,0.205106093121188,0.413903737004211,0.505769159133611
"Simulated_2933",0.0172725421890794,0.106643733439578,0.819140572773216,0.00763856518675432,0.276968240318769,0.278554216176252,0.480631884241948
"Simulated_1978",0.212493273671437,0.55067461922741,0.930871460277562,0.0313815618077704,0.579484660275501,0.153368439016606,0.494352968483576
"Simulated_81",0.0896085629541998,0.138912040771455,0.897709709334973,0.0182519980064242,0.470933929078414,0.0567893768061195,0.476345806823358
"Simulated_1970",0.00796625181880771,0.105691890622493,0.942292162472925,0.00887493028615449,0.223051704578921,0.221575279360902,0.486291347093049
"Simulated_83",0.11531288042261,0.253642907850613,0.585794315052009,0.152475567288154,0.607989728672322,0.402239487070771,0.622183311445499
"Simulated_3013",0.143035953719054,0.177047718007068,0.823472471053829,0.0587328120110193,0.572961896692719,0.0745868019439176,0.500269821941441
"Simulated_3025",0.0473874119420865,0.139122485096959,0.84566275369682,0.0067925917570234,0.378278057076029,0.0919288809919949,0.467707123643849
"Simulated_3309",0.191922976453195,0.166607177294897,0.91259325614354,0.059551410968978,0.562495415588436,0.241993910421889,0.496099831660449
"Simulated_3307",0.0304465225447992,0.10714624604053,0.965116185790304,0.0141980336229086,0.322696329757706,0.166509439535184,0.448367791860762
"Simulated_1969",0.400308172795911,0.573792397783061,0.658157071422844,0.25929816776959,0.730138185852736,0.487138067035834,0.5762278793508
"Simulated_2892",0.138581143774763,0.174370693172101,0.990301361071744,0.0595125577481623,0.475630581470991,0.1322805174272,0.476129235224283
"Simulated_1960",0.355453751244784,0.603582935095767,0.688466989330695,0.274145433939215,0.688206682996912,0.322577511750945,0.567320425781136
"Simulated_2879",0.0816624780159149,0.135010423530116,0.584689948391582,0.0634027472464002,0.49742316843468,0.776280383273113,0.4927750980313
"Simulated_2875",0.291034817014548,0.626538480957189,0.586363879455571,0.249912273939228,0.672318519127899,0.346364200378337,0.560822469568826
"Simulated_3020",0.0485475497471384,0.1234997985729,0.683782121560554,0.0136348652210748,0.371169398417083,0.19371180987876,0.480935816016869
"Simulated_1961",0.0219033571307186,0.091880353242469,0.860519560392545,0.00711118175549519,0.289432784532641,0.137239165691738,0.462689441180033
"Simulated_2930",0.0289742133397428,0.101040344433478,0.995301762173437,0.0233387288088897,0.436869691114198,0.170175344801882,0.521950803710233
"Simulated_2884",0.00830051243585759,0.456540672789069,0.930879482311414,0.0025150131561591,0.167830031410291,0.171656158522932,0.452802062366591
"Simulated_3027",0.241339674992,0.681304792336857,0.599096184185898,0.835954823049235,0.813788487638456,0.451033536389671,0.62270560724367
"Simulated_198",0.138082960857477,0.513681125602085,0.823428349867636,0.0848601930112725,0.54520405451246,0.370387482947804,0.512720622222393
"Simulated_2377",0.248000937608567,0.626240831447798,0.719262240286655,0.228854559049272,0.604784615008465,0.598644769206731,0.555212631426095
"Simulated_245",0.000570414520855789,0.107828504246782,0.97829371339947,0.00504286576591439,0.180836499863172,0.0911827234485553,0.481655625622661
"Simulated_192",0.010117188663403,0.0855914414881122,0.860555659544883,0.00345516283724767,0.269129537413267,0.0968309677836005,0.455489118932493
"Simulated_164",0.0661667328425843,0.101662026474736,0.853779714950397,0.0137829444159211,0.446019078601106,0.124244778622857,0.473507277542744
"Simulated_242",0.156438058486924,0.141243880615689,0.936192742733375,0.0389005885277834,0.515523704807932,0.124940780116843,0.49661005464858
"Simulated_248",0.0337573907145278,0.127125428622622,0.934957349520016,0.0281956985722593,0.348843830472198,0.148030903248678,0.459769595621192
"Simulated_353",0.0916913582158337,0.131088550736626,0.871890793379148,0.0376116367246798,0.466774085547038,0.224398215539457,0.475544196372586
"Simulated_2368",0.365860964171169,0.557269117456682,0.698233815546702,0.08712887604566,0.624778542251517,0.240393281615793,0.530243448674624
"Simulated_2373",0.233806680104886,0.537419784066898,0.933681846137391,0.1098040033807,0.567834125651703,0.30941716036113,0.511099992284174
"Simulated_259",0.0371610431715053,0.492072302532195,0.697292563574619,0.0183350842154445,0.340883442711649,0.221739907852471,0.461401426035204
"Simulated_171",0.0659815915014598,0.100470666727208,0.976322967082921,0.036723711342905,0.412275625176567,0.121947218177473,0.479411107713844
"Simulated_172",0.234179152338372,0.535209622602112,0.878349867636442,0.232051633109052,0.68745646652387,0.346665583729174,0.574915399341611
"Simulated_2374",0.221102207257714,0.170385433101178,0.986385271545845,0.0721859463032976,0.547265355580776,0.144449472429692,0.500347588113763
"Simulated_193",0.0204239878968059,0.095963685043784,0.941480600048132,0.00694891299841949,0.268218805401022,0.0937571272417066,0.45446537755178
"Simulated_2371",0.160365456036568,0.171762768965743,0.855823996577266,0.169707413765727,0.540301310456543,0.183267365103917,0.521508900275858
"Simulated_2369",0.452285440317729,0.602239884861604,0.906853490921731,0.428236556755586,0.782210856663251,0.365580947740254,0.599071669979707
"Simulated_2370",0.417492976097133,0.648259656244863,0.592024761344493,0.292930370181516,0.65753727400605,0.243210339024932,0.626290195564089
"Simulated_2365",0.283750328348148,0.203128924780882,0.943403214161564,0.0964967827846901,0.628859782534802,0.149980416138194,0.493365738186524
"Simulated_3381",0.0675351906538351,0.458403957954625,0.970314463727038,0.0323637934821061,0.428310780036478,0.0172482948905387,0.467167579314065
"Simulated_3004",0.0342860034414893,0.109822044749959,0.886680749792764,0.0128804018821936,0.316751752776486,0.116625801209037,0.453957683856051
"Simulated_3000",0.456511919723177,0.697806765442781,0.584994785677995,0.623397341341809,0.722080573070866,0.32868790226289,0.637522073154677
"Simulated_3367",0.00367777798246901,0.0998557569122658,0.953458833596278,0.00248826789213619,0.10946241593533,0.224760959360586,0.440413403892903
"Simulated_2966",0.236299211727052,0.551221341158948,0.666192475332246,0.10359339862728,0.573471289929172,0.310862164966531,0.543745051863879
"Simulated_3325",0.38189036945009,0.614697498839987,0.473694413990427,0.263210155398856,0.705489759754991,0.257627141064128,0.56495147334945
"Simulated_2962",0.249417548989363,0.184592549357959,0.801485413268443,0.0927534023843941,0.627768442813118,0.194313493037875,0.522703826582107
"Simulated_3379",0.0926199969403158,0.141815639897675,0.972838730379444,0.0768747263769861,0.448961795217413,0.108495724165168,0.473111873559659
"Simulated_3319",0.694043789080743,0.666902950964582,0.434664545284381,0.917901082304826,0.882298258584227,0.54477096104508,0.742078529965871
"Simulated_2994",0.0738062899143952,0.492836680192436,0.851088322592719,0.048208698482325,0.453988306344159,0.224158614431603,0.515987290587102
"Simulated_2827",0.00661256210580536,0.0843625258099724,0.894567746075888,0.00554219010435542,0.253408708763264,0.221507854268215,0.461780191715162
"Simulated_6350",0.0026491054412322,0.0907517448082736,0.839209027462094,0.00248771497098088,0.0890991747341082,0.112768584305273,0.451908594506393
"Simulated_3335",0.174742230566355,0.132799199310016,0.844722838730379,0.0852480227771985,0.573809724798593,0.361866913954786,0.513691840925427
"Simulated_2969",0.233634848726091,0.580113877017445,0.902810385859829,0.184559694946996,0.638795428829391,0.274212376509063,0.54164453166328
"Simulated_2996",0.334878539240292,0.67126894865002,0.581997219028264,0.367093471218467,0.760356073210764,0.46168097128921,0.673044085607692
"Simulated_3376",0.484485952475046,0.642401183119942,0.559353691472578,0.000533608855270984,0.816656186127471,0.607984519300917,0.698715634911276
"Simulated_3373",0.00206708772759591,0.0989402028354663,0.954623365510603,0.00320723553097546,0.154031169292881,0.0616439627283473,0.446408995308838
"Simulated_1902",0.240003230870965,0.228724328452628,0.968385164585395,0.203550966606461,0.657819220341647,0.267729798731213,0.542079648738631
"Simulated_3003",0.0379126159494182,0.106959452167803,0.891083509372409,0.016493966226208,0.358500851084615,0.294894219600022,0.504430953804661
"Simulated_2894",0.415297863024964,0.757957546382941,0.554674171725005,0.390047612117529,0.798215716350981,0.448770245257467,0.678390997571768
"Simulated_3316",0.465707253781915,0.656738663557787,0.792264085354441,0.229043400796847,0.747424237956646,0.314023574454936,0.577557073829008
"Simulated_3380",0.0915550251157392,0.466029912691717,0.718569671364013,0.00778033618233887,0.443645097889969,0.326478978459377,0.47845952781426
"Simulated_3366",0.135586901648173,0.175369788963985,0.709238708987353,0.112084419576868,0.525896682110983,0.429826441377432,0.522913104151495
"Simulated_3331",0.0356003383775257,0.0869470477748889,0.883522742465973,0.0121120065217195,0.356629015382245,0.137864820110063,0.466136582912231
"Simulated_2793",0.625459346665723,0.6152601221339,0.574523357488569,0.292905833638849,0.802350324266573,0.471614263142595,0.701778045342719
"Simulated_2806",0.0214794077368205,0.120758724307087,0.901771532475867,0.0360706977503659,0.400349655105568,0.101616647302811,0.470542829474763
"Simulated_3215",0.403035802126626,0.628320372311099,0.520073802711448,0.320171108866286,0.681542247354882,0.388532447313303,0.644286109859039
"Simulated_2780",0.31156477976505,0.221800455998207,0.885247479744364,0.357648522917027,0.720105465290047,0.353161252402393,0.586437099924088
"Simulated_2792",0.0153233835804484,0.10502072388252,0.954985694039629,0.00653767328275301,0.258670841927636,0.138531868173495,0.463996636001915
"Simulated_2733",0.163365338701391,0.526524695421999,0.812974302751557,0.136922799575258,0.530739434638499,0.256797173575169,0.517254341005643
"Simulated_6483",0.0185543906889924,0.105442097719146,0.755348022568656,0.00705838787750357,0.268636537736571,0.216316532302645,0.460140991496296
"Simulated_2788",0.221249416041705,0.197277453154799,0.945372623472471,0.466828389007747,0.73701055614614,0.433334573033026,0.617686944706373
"Simulated_3222",0.0197781937118015,0.0881425142464611,0.872211674733267,0.00902063858670965,0.294782307383415,0.107912384660847,0.459428682935176
"Simulated_2732",0.00705268604679112,0.0877180465722206,0.977411289675643,0.00357285354422932,0.240581939347822,0.130131726319518,0.454664009195549
"Simulated_3219",0.207012718095963,0.155352381629613,0.957274647699013,0.0845505649060069,0.5735207282162,0.183182626710473,0.524471606958487
"Simulated_2807",0.0608174984578921,0.0894983783299399,0.97758911142605,0.0103209114379577,0.408694785172745,0.0720531882788867,0.467890803294643
"Simulated_2790",0.00580593340185494,0.0928832674823391,0.9755929620023,0.00999056016217181,0.25288285775398,0.0364988925860331,0.465706660006544
"Simulated_2737",0.133932870523694,0.145433465518766,0.857658368318314,0.0466655291566483,0.490183966117306,0.244223378974455,0.48801107185786
